content,subcategory,category
"Dude, I am SO PISSED.  I got this email, looked totally legit, like from PayPal.  Said my account was limited or something, needed to verify.  Had the PayPal logo and everything.  Clicked the link, went to a page that looked EXACTLY like PayPal login.  Put in my email and password.  Next day, BAM! My PayPal account is cleaned out.  Turns out, the email and the website were FAKE.  Spoofed, they called it.  These scammers are getting too good, man.  They ripped me off good.",Spoofing,Other Cyber Crime
"Dude, I almost got scammed big time today. My phone rang and the caller ID said it was from ""IRS - Criminal Investigation Division"".  Like, seriously, it looked totally legit.  This guy starts yelling about how I owe back taxes and there's a warrant for my arrest if I don't pay RIGHT NOW.  He was super aggressive and kept saying I had to pay with gift cards to avoid jail.  Gift cards?!  That's when I got suspicious. I hung up and called the real IRS number from their website. They said they NEVER call like that and definitely not about warrants and gift cards. They said it was caller ID spoofing and someone was pretending to be them to scare people into paying.  This is messed up, it looked so real on my phone screen.  People could easily fall for this.",Spoofing,Other Cyber Crime
"So, I got this email, right? Looked totally legit, had the Amazon logo and everything. Said there was a problem with my account and I needed to update my payment info or they'd shut it down.  Clicked the link in the email, and it took me to a website that looked JUST LIKE Amazon.  I put in my credit card details and everything.  Then, like a week later, I see charges on my card that are definitely not from Amazon.  I went to the real Amazon site, logged in directly, and there was no problem with my account at all.  I'm pretty sure that email and website were fake, like someone was pretending to be Amazon to steal my info.  This is messed up, I thought I was being careful.",Spoofing,Other Cyber Crime
"Someone called me saying they were from the IRS.  My caller ID even showed 'Internal Revenue Service'. They said I owed back taxes and threatened to arrest me if I didn't pay immediately through gift cards. I was scared and almost did it, but something felt wrong.  I hung up and called the real IRS number from their website.  They told me it was a scam and they never call like that.  It was caller ID spoofing.  These people are horrible, trying to scare people like that.",Spoofing,Other Cyber Crime
Someone called me saying they were from Amazon customer service. My caller ID even showed 'Amazon'. They said there was suspicious activity on my account and needed to verify my card details to secure it. I gave them the last four digits of my card before I got suspicious. I hung up and checked my actual Amazon account and there was nothing wrong. I think they spoofed the caller ID to look like Amazon. I'm worried they might try to use the last four digits to scam me further.,Spoofing,Other Cyber Crime
"I got a call yesterday, and my phone showed it was from 'Social Security Administration'.  They said my social security number was being used in some fraud case and I needed to verify my details to avoid legal trouble.  The guy on the phone sounded official and even gave me a badge number.  I got really worried and almost gave him my social security number and bank info.  Luckily, my daughter was here and she told me to hang up and call the real Social Security office.  When I called them, they said they never called me and it was definitely a scam, someone was spoofing their number.  I'm so angry and shaken up, I could have lost everything!",Spoofing,Other Cyber Crime
"This is ridiculous! I got an email that looked EXACTLY like it was from Amazon, you know, with the logo and everything. Said there was a problem with my recent order and I needed to click a link to verify my payment info.  I thought it was real 'cause I did order something recently!  Clicked the link, it took me to a page that looked just like the Amazon login.  Stupid me, I put in my email and password.  Then I got suspicious and checked the website address - it was all weird and not amazon.com at all.  I think I got totally spoofed and now I'm worried they have my Amazon login!",Spoofing,Other Cyber Crime
"So, yesterday my phone rings, and it says 'Internal Revenue Service' on the caller ID.  This guy with a really aggressive voice starts shouting that I owe back taxes and if I don't pay immediately through some prepaid card, they are sending the police to arrest me.  He knew my name and address which freaked me out. It sounded official at first because of the caller ID, but the way he was talking and demanding payment right away just didn't feel right. I hung up and checked online, and apparently, this is a common scam where they spoof the IRS number to scare people into paying fake debts.",Spoofing,Other Cyber Crime
"Someone called me this morning, and my phone showed it was from 'Norton Security'.  I use Norton, so I picked up. The guy on the line said my subscription was expiring and they detected a virus on my computer. He sounded really official and said I needed to renew right away and let him access my computer to fix the virus.  He kept saying 'Norton Security Technical Support'. I was worried about the virus thing and almost gave him my credit card info and access to my computer like he asked.  Luckily, my daughter walked in and she told me to hang up because Norton would never call like that. I checked my Norton account online and everything is fine.  I think these people were trying to scam me by pretending to be Norton. My caller ID definitely said 'Norton Security'.",Spoofing,Other Cyber Crime
"This morning I got a call on my cell, and the caller ID showed 'IRS - Internal Revenue Service'.  The guy on the phone was super aggressive, saying I owed back taxes and if I didn't pay immediately they were going to issue a warrant for my arrest.  He told me to go to a pharmacy and buy prepaid debit cards and give him the numbers over the phone.  It sounded kinda legit at first because of the caller ID, but then he started getting really pushy and threatening.  I hung up and checked online, and it turns out the IRS never calls like that and it’s probably some kind of spoofing thing to trick people.  I'm really worried because it looked so real on my phone screen.  Someone needs to stop these scammers.",Spoofing,Other Cyber Crime
"Ugh, I'm so mad and feel so stupid. Today I got a text message, looked just like it was from my bank, Chase.  Said something about suspicious activity and to click a link to verify my account.  It even had the Chase logo and everything.  I clicked the link, and it took me to a website that looked exactly like the Chase login page.  I put in my username and password, and then it asked for my debit card number and PIN!  That's when I got suspicious.  Chase NEVER asks for your PIN online.  I closed the page and went straight to the real Chase website and logged in there.  Everything looked fine, but I'm seriously freaked out that I might have given my info to scammers.  I think that text and that website were totally fake, like they were pretending to be Chase.  I'm changing my password and debit card now.  This is unbelievable.",Spoofing,Other Cyber Crime
"I got a text message that looked like it was from my bank, [Bank Name].  It said there was suspicious activity on my account and to click a link to verify my info.  Stupidly, I clicked it and it took me to a website that looked just like my bank's login page. I put in my username and password.  Then today, I checked my bank account online for real and saw a bunch of money missing and weird transactions I didn't make. I think that text and website were fake and someone stole my info.  I'm so mad at myself for falling for it.",Spoofing,Other Cyber Crime
"I got a text message that looked like it was from Amazon saying there was suspicious activity on my account and to click a link to verify.  I was logged into my Amazon app at the time, and didn't see anything weird, but the text looked legit, had the Amazon logo and everything.  I clicked the link anyway just to be sure, and it took me to a website that looked exactly like the Amazon login page.  I put in my email and password, but then it asked for my credit card info which seemed weird just for suspicious activity.  I checked the website address and it was some jumbled mess, not amazon.com.  I realized it was a fake site trying to steal my info.  I changed my Amazon password right away, but I'm still worried they got my login details.",Spoofing,Other Cyber Crime
"Yesterday I got a call, and my phone said it was from 'Apple Support'. The caller ID showed 'Apple Inc.' I thought it was really them.  They told me my Apple ID had been hacked or something and I needed to log into my account through a link they sent to fix it. The website looked just like the real Apple login page, so I put in my Apple ID and password.  After I did it, I got suspicious. I checked online and found out about caller ID spoofing and fake websites. I think I got scammed. My caller ID said 'Apple Inc.' but it must have been fake and the website too. I'm really worried about my Apple account now and what they can do with my info.",Spoofing,Other Cyber Crime
"I got a call yesterday, and my phone ID showed it was from 'Apple Support'.  They said my iCloud account was compromised and they needed to verify my details to fix it. They asked for my Apple ID password and security questions.  Stupidly, I gave it to them because the caller ID looked legit.  Then today, I tried to log into my Apple account and the password was changed! I realized it was a fake call, spoofing the Apple Support number.  Now I can't get into my account and I'm worried they stole all my stuff.",Spoofing,Other Cyber Crime
"Yesterday I got a text message, looked like it was from my bank, Chase.  Said my account was locked and I needed to click a link to verify my info.  It looked kinda real, had the Chase logo and stuff.  I clicked it and it took me to a website that looked just like the Chase login page.  I put in my username and password.  This morning, I logged into my *real* Chase account and saw a bunch of weird transactions I didn't make.  I think that website was fake and they stole my info!  This is messed up.",Spoofing,Other Cyber Crime
"OMG, I'm so freaked out. I got a call today, and my phone ID said it was from 'Social Security Administration'.  They said my SSN was compromised and used for illegal stuff and I needed to 'verify' myself to avoid legal trouble. They asked for my full social security number AGAIN and my bank account details to 'secure' my funds.  It sounded kinda legit at first, but then the guy got really pushy and kept saying I had to do it NOW.  Something felt off, so I hung up and called the real Social Security number from their website.  They said they NEVER call like that and it's a total scam using caller ID spoofing.  I'm so worried someone else will fall for this crap and lose their money or identity.",Spoofing,Other Cyber Crime
"I'm really freaked out. Today I got a call, and my phone ID showed it was from 'Social Security Administration'.  They said my social security number was being used in some crime in Texas, which is crazy because I live in Florida and haven't been to Texas in years. The guy on the phone, he sounded really official, said I needed to verify my info to clear things up and avoid legal trouble. He asked for my social security number again and my date of birth, and I gave it to him because I was so nervous and worried about my social security being messed up.  After I hung up, I thought about it more, and it just felt wrong.  I called the real Social Security office number I found online, and they said they never call people like that and especially not about legal things over the phone.  I think someone spoofed the caller ID and tricked me. I'm so worried about identity theft now, and what they're gonna do with my info.",Spoofing,Other Cyber Crime
"Today, my phone rang, and it showed up as my sister, Sarah.  Her number popped right up on my screen. So naturally, I picked up. But it wasn't Sarah. Some dude was on the line, real pushy, asking for my social security and birthday!  Said it was for some 'prize' or something.  It just felt wrong, so I hung up fast. I called Sarah right away on her actual number, and she was like, 'I didn't call you!'  Someone is totally faking her number on my caller ID to try and trick people!  It's creepy and messed up.",Spoofing,Other Cyber Crime
"Someone sent emails to all my clients pretending to be me! They used my business name and logo, everything looked legit.  They were asking for payments to a different account, not mine. My clients are calling me confused and some might have already paid them! This is gonna ruin my business reputation.  I checked the email headers and the sender address is totally fake, but it shows up as my business name in their inboxes.  This is email spoofing, right?  I need to report this ASAP.",Spoofing,Other Cyber Crime
"This is unbelievable! I got a call today, and the caller ID showed it was from 'Social Security Administration'.  They were all official-sounding, saying there was some fraud issue with my social security number and I needed to verify my details immediately to avoid suspension. They asked for my social security number and bank account info right then and there!  It sounded so real and scary, I almost gave it to them.  But something felt off, so I hung up and called the real Social Security office myself.  Turns out, they never called me!  They said it's a scam, someone is spoofing their number to steal people's information.  I feel so stupid for almost falling for it.  People need to know about this!",Spoofing,Other Cyber Crime
"I just got a call, and my caller ID showed it was from the 'IRS'.  Freaked me out completely.  The guy on the phone was yelling about back taxes and threatened to send the cops to arrest me if I didn't pay immediately.  He wanted my credit card number right there and then.  I was panicking because it looked like a real IRS call on my phone.  Luckily, I got suspicious and hung up.  I called the real IRS number later and they said it's a scam and people are faking their caller ID to look like them.  This is terrifying, they almost got me to pay them money!",Spoofing,Other Cyber Crime
"I got an email yesterday, looked exactly like it was from Amazon, you know, with the logo and everything. Said there was a problem with my recent order and I needed to click a link to verify my details.  Clicked it, took me to a website that looked just like the Amazon login page. I put in my email and password.  Then today, I get a fraud alert from my bank! Turns out my Amazon account was used to buy a bunch of stuff I didn't order.  I'm pretty sure that email and website were fake, spoofed to look like Amazon.  I'm so mad and worried about my credit card now.",Spoofing,Other Cyber Crime
"Ugh, I am so mad and freaked out right now.  I just got a call, and my phone ID said it was from 'Internal Revenue Service'.  Like, seriously?  My heart jumped into my throat. This guy on the phone was all official sounding, saying there was a warrant out for my arrest because of some tax fraud thing.  He said I needed to pay money RIGHT NOW to stop the police from coming.  He even knew my name and last four of my social security!  I was panicking, almost gave him my card number.  But then I thought, wait a minute, this feels wrong.  IRS doesn't call like this, do they?  So I hung up and googled 'IRS scam calls'.  Turns out, it's a HUGE scam, they're spoofing the IRS number to scare people!  These lowlifes are using caller ID spoofing to pretend to be the government!  It was so convincing, I almost fell for it.  Someone needs to stop these criminals.",Spoofing,Other Cyber Crime
"Yesterday I got a call on my cell.  The caller ID looked exactly like it was from 'Social Security Administration'.  They even had the official number I see on their website.  A guy with a serious voice said there was some problem with my social security number and potential fraud. He asked me to verify my date of birth and social security number to 'confirm my identity' and 'fix the issue'.  I got nervous and gave him the info.  After I hung up, I felt something was off. I called the real Social Security Administration using a number from their official website, and they said they never called me and it was a spoofed number.  Now I'm really worried someone stole my identity.",Spoofing,Other Cyber Crime
"So, I got this call yesterday, right? My phone showed it was from 'Social Security Admin'.  I was like, huh?  Answered it, and this guy on the other end, sounded all official, said there was some problem with my social security number, like it was used for something illegal or something.  He was saying I needed to verify my info to fix it and avoid getting arrested.  He asked for my social security number and date of birth.  I got kinda freaked out and gave it to him.  Then he started asking for bank account details, and that's when I got suspicious.  I hung up and called the real Social Security office, and they told me it was a scam, that they never call like that.  My caller ID showed 'Social Security Admin' though, I swear it did.  I think someone faked the number to trick me.  I'm worried now about my identity being stolen.",Spoofing,Other Cyber Crime
"Dude, I am freaking out. I just got a call, and my phone said it was from 'City Police Dept'.  They said there's like, a warrant for my arrest or something crazy, and I needed to pay some fine RIGHT NOW to avoid getting arrested.  They were super pushy and sounded legit, knew my name and everything.  I almost panicked and was gonna wire them money, but my gut was telling me something was off.  I hung up and called the real police department number from Google, and they said it's a scam, some kind of spoofing thing with the caller ID.  Seriously, who does this?!  I'm still shaken up, it felt so real.",Spoofing,Other Cyber Crime
"So, like, today I got this call, right? And my phone ID thingy said it was from 'Apple Support'.  I was having trouble with my iCloud, so I actually picked up.  This guy on the phone, he sounded all official and knew my name and stuff. He said my account was compromised and that I needed to give him access to my computer to fix it.  He sent me a link to some website that looked just like the Apple website, all white and with the apple logo.  I logged in there, thinking it was real.  Then he started asking for like, all sorts of passwords and security questions for everything!  That's when I got a bad feeling.  I hung up and called Apple directly from their real website.  They said they never called me and that website wasn't theirs at all!  I think I gave them my Apple ID password on that fake site!  I'm so worried they're gonna steal all my photos and stuff now.  This is messed up, man.",Spoofing,Other Cyber Crime
"Dude, this is messed up. I got an email, like, looked totally legit from Amazon. Said there was a problem with my recent order and I needed to click a link to verify my info.  I was expecting a delivery, so I clicked it without even thinking.  It took me to a page that looked exactly like the Amazon login page.  I put in my email and password.  Next day, BAM! My bank account is getting drained and my Amazon account is locked! Turns out, the email and the website were fake.  Spoofed.  They completely ripped off Amazon's look to steal my stuff.  Seriously, how low can you go?",Spoofing,Other Cyber Crime
"I got an email that looked exactly like it was from Amazon, you know, the usual order confirmation thing. It even had the Amazon logo and everything.  It said there was a problem with my recent order and to click a link to fix it.  Stupid me, I clicked it. It took me to a website that looked JUST LIKE the Amazon login page. I put in my email and password.  Then, like, two days later, my bank called me about suspicious activity on my credit card. Turns out, someone used my Amazon account to buy a bunch of stuff and then used my card. I checked the link from the email again, and now I see it's not the real Amazon address - it's something close but not quite.  I'm so mad and worried about what else they might have gotten.",Spoofing,Other Cyber Crime
"Yesterday, I got an email that looked exactly like it was from Amazon.  Like, the logo and everything was perfect. It said there was a problem with my recent order and I needed to click a link to verify my payment info.  Stupidly, I clicked it and put in my credit card details and password.  This morning, I see charges on my card that aren't mine and I can't even log into my Amazon account anymore.  I think that email was fake and they stole my info.  This is ridiculous, it looked so real!",Spoofing,Other Cyber Crime
"This morning, I received a phone call that appeared to be from my bank, [Bank Name]. The number on my caller ID was the same number I always see when they call me for legitimate reasons.  The person on the phone said there was suspicious activity on my account and they needed to verify my identity to secure it. They asked for my account number and online banking password.  I got suspicious when they started asking for my security questions, as the real bank never asks for those over the phone. I hung up and called my bank directly using the number on my bank statement. They confirmed that they had NOT called me and that it was likely a scam using caller ID spoofing to look like they were calling from [Bank Name]. I'm really worried because I almost gave them my information and I'm concerned about how easily they can fake the caller ID like that. This is scary!",Spoofing,Other Cyber Crime
"I got this email today, looked exactly like it was from Amazon.  Said there was a problem with my recent order and I needed to click a link to verify my account.  I buy a lot from Amazon so I just clicked it without thinking.  It took me to a login page that looked just like Amazon's, so I put in my email and password.  Then after I logged in, it looked weird, not like the real Amazon site.  I checked my real Amazon account directly and there's no problem with my orders.  I think that email was a fake, pretending to be Amazon to steal my password.  Now I'm freaking out they'll get into my account and steal my info or something. This is BS, it looked so real.",Spoofing,Other Cyber Crime
"Some jerk sent me an email pretending to be Netflix.  It looked exactly like their emails, same colors, same logo, everything.  Said my account was on hold because of a payment issue and I needed to update my details right away.  I clicked the link, and it took me to a website that also looked just like Netflix. I put in my credit card info, thinking it was fixing the problem.  Then I got a weird text from my bank about suspicious activity and realized it was all fake.  They totally spoofed Netflix to steal my card details!  I cancelled my card, but I'm still worried about what they might do with my info.",Spoofing,Other Cyber Crime
"I got a call yesterday, and my phone said it was from 'Social Security Administration'.  The guy on the phone, he sounded official and knew my name. He said there was some problem with my social security number being used in Texas for illegal stuff, drugs and money laundering, he said.  He told me I needed to verify my information to clear things up and asked for my social security number and bank account details to 'verify my identity'.  It sounded scary and real.  I almost gave him the info, but something felt off.  I hung up and called the real Social Security office number I found online.  They said they never called me and it was a scam, someone was spoofing their number.  I'm really worried now that they might try again or already have some of my information. This whole thing is messed up.",Spoofing,Other Cyber Crime
"I got a call yesterday, and the caller ID showed it was from 'Internal Revenue Service'.  I was shocked because, you know, IRS calling you directly is never good. The guy on the phone, he sounded official, like really serious. He said I owed back taxes and if I didn't pay immediately, they were gonna issue a warrant for my arrest.  He was really pushy and kept saying I had to pay with gift cards - which now I know is a HUGE red flag, but in the moment, I was panicked.  I went to the store and bought $500 worth of gift cards and gave him the codes over the phone.  After I hung up, I got to thinking, this whole thing felt wrong. I called the real IRS number from their website, and they said they NEVER call like that and especially not asking for gift cards.  I checked my bank account, and the money is gone from those gift cards. I feel so stupid and violated. They completely spoofed the IRS number to scare me into paying them.",Spoofing,Other Cyber Crime
"This is unbelievable! I got a call this morning, and the caller ID showed it was from my bank, [Bank Name].  They even had the bank's real number on my phone screen! The guy on the phone was saying my account was compromised and I needed to transfer my money to a 'secure account' to protect it. He was so convincing, knew details about my account, I panicked and did exactly what he said.  Later, I called the actual bank using the number on their website, and they told me it was a scam, that they never called me.  They spoofed their number!  All my savings are gone!  How can someone do this? This is absolutely fraudulent and I need help getting my money back.",Spoofing,Other Cyber Crime
"I got this really official looking email, like from Amazon, you know? Said there was a problem with my account and I needed to update my payment info right away or my Prime membership would be cancelled.  It had the Amazon logo and everything looked legit. I clicked the link in the email and it took me to a website that also looked exactly like Amazon's login page. I put in my email and password, and then my credit card details.  Two days later, my bank called me about suspicious charges. Turns out, that whole email and website were fake. Spoofing, they called it.  Someone stole my card info.  I'm so mad, it looked so real!",Spoofing,Other Cyber Crime
"This is outrageous! I got a call on my phone, and the caller ID showed it was from ""CITY POWER & LIGHT"", you know, my electric company.  They said my bill was overdue and they were gonna shut off my power in like an hour if I didn't pay RIGHT NOW over the phone.  They even knew my address!  I was panicking 'cause I thought I paid it, but maybe I missed it.  They wanted me to use some prepaid card thing, which seemed weird, but I was stressed about the power going out.  Luckily, I decided to call City Power & Light directly using the number on my bill, and they said MY ACCOUNT WAS FINE and they NEVER call people like that for payments.  Turns out, it was a total SCAM! These lowlifes spoofed the power company's number to scare me into paying them.  They almost got me good.  This is gotta be illegal, right?",Spoofing,Other Cyber Crime
"I just got a call, and my phone ID showed it was from 'Social Security Administration'.  They said my social security number was compromised and being used in Texas for some drug trafficking thing!  Said I needed to 'verify' my details to stop it and asked for my full social and date of birth.  It sounded legit, but something felt off.  I hung up and called the real SSA number from their website, and they said they NEVER call people like that and it's a common scam.  My caller ID clearly said 'Social Security Administration'!  This has to be spoofing, right?  I'm worried they might have gotten some info even though I didn't give them everything.",Spoofing,Other Cyber Crime
"Someone sent emails to all my contacts pretending to be me!  They used my name and it looked like it was from my email address, but I checked my sent box and I never sent those emails.  People are asking me about things in the email that I know nothing about.  This is making me look really bad and I'm worried about what else they might do using my name and email.",Spoofing,Other Cyber Crime
"I got a call today, and the caller ID said it was from 'IRS - Criminal Investigation Division'.  I panicked because I thought, oh god, taxes? They said my social security number was being used in some criminal activity and that I needed to verify my identity and make a payment to avoid arrest.  They were really aggressive and kept saying things like 'This is your final warning' and 'Law enforcement is on their way'.  It sounded so official with all the background noise like a call center.  I almost gave them my bank info, but something felt off. I hung up and called the real IRS number from their website. They said it was a scam, and they never call like that. My caller ID was spoofed! I'm so shaken up and worried someone else will fall for this.",Spoofing,Other Cyber Crime
"Yesterday, I got an email that looked exactly like it was from Amazon.  Like, the real deal, logo and everything. Said there was a problem with my recent order and I needed to click a link to confirm my details or they'd cancel it.  I panicked 'cause I did just order something.  Clicked the link, it took me to a page that looked just like the Amazon login page.  I put in my email and password.  Then, like, nothing happened.  Went to the real Amazon site myself later and logged in, and there was no problem with my order!  I'm worried now, did I just give my Amazon login to some scammers?  This email thing was totally fake, it was spoofing Amazon to steal my info.",Spoofing,Other Cyber Crime
"Dude, I'm so pissed. Just got a call like an hour ago, and my phone ID said it was from 'Social Security Administration'.  They were saying my SSN was involved in some fraud thing and I needed to 'verify' my info to fix it.  Sounded kinda official at first, especially with the caller ID showing up like that.  They asked for my social security number again to 'confirm' it.  I gave them the last four digits, thankfully not the whole thing. Then they started asking for more personal stuff, like my address and date of birth, and it just felt off, you know?  I hung up and called the real SSA number I found online.  They said they never call people like that and it's probably a scam using caller ID spoofing to look like them.  Seriously, who does that?!  I'm worried they might have enough info to do something now.  This is messed up.",Spoofing,Other Cyber Crime
"This is ridiculous! I got an email this morning, looked EXACTLY like it was from Netflix, you know, same logo, everything. Said my account was on hold because of a billing issue and to click the link to update my payment info.  I stupidly clicked it and put in my credit card.  Then I got a weird text from my bank asking about a suspicious transaction for some website I didn't recognize.  I went straight to the real Netflix site, logged in there directly, and everything's fine with my account!  That email was totally fake, they spoofed the Netflix address to steal my card details. I'm so mad and worried about what they're gonna do with my info now.",Spoofing,Other Cyber Crime
"Dude, I almost got totally scammed! My phone rang, showed 'City Bank' - my actual bank! This guy, sounded official, said my account was at risk. He started asking for my account number, password, the whole shebang!  Something felt wrong, so I hung up fast. Called City Bank myself, using the number on my bank card, and they said it wasn't them.  These scammers are spoofing caller IDs now, it's insane!",Spoofing,Other Cyber Crime
"I got a call yesterday, and my phone ID said it was from 'Social Security Administration'.  They said my social security number was being used for some criminal activity in Texas and that I needed to verify my info immediately to stop it.  The guy on the phone sounded official, and honestly, I panicked. He asked for my social security number and date of birth to 'verify' me.  Stupidly, I gave it to him.  Later, I called the real Social Security office, and they said they never called me and it was definitely a scam.  Now I'm worried about identity theft because of these scammers pretending to be the government.",Spoofing,Other Cyber Crime
"This is unbelievable! I got a call yesterday, and my phone ID said it was from 'Social Security Administration'.  They were saying my social security number was compromised and that I needed to verify my information to prevent my benefits from being suspended.  They sounded so official and knew details about me. I was scared and gave them some info, like my address and date of birth.  Then they started asking for my bank account details, and that's when I got suspicious. I hung up and called the real Social Security Administration directly, and they said it was a scam! My caller ID showed their number, but it was totally fake!  Someone is spoofing the Social Security Administration and trying to steal people's information. I'm so worried about what they can do with the info I gave them already.",Spoofing,Other Cyber Crime
"I got a text message yesterday, looked like it was from my bank, Chase.  It said 'Urgent Security Alert - Your account has been temporarily locked due to suspicious activity. Click here to verify your identity.'  It had a link, looked kinda legit. I clicked it, and it took me to a website that looked exactly like the Chase login page. I put in my username and password.  Today I checked my account and there's a bunch of weird transactions I didn't make!  I called Chase and they said they never sent that text and the website was fake.  Someone spoofed Chase to steal my login info and drain my account! I'm freaking out!",Spoofing,Other Cyber Crime
"Dude, I'm freaking out. Today, my phone rang, and it said 'IRS' on the caller ID.  Like, seriously, 'Internal Revenue Service'.  My heart dropped, I thought I was in trouble with taxes or something. This guy on the phone, he sounded all official and scary, saying I owed back taxes and if I didn't pay right now, they were gonna send the cops to arrest me!  He wanted me to pay with gift cards, like right then and there.  Gift cards!  That's when I got super suspicious.  I hung up and called my accountant, and she said the IRS NEVER calls like that and NEVER asks for gift cards.  She said it's a total scam, someone is pretending to be the IRS by making their number show up on my phone!  This is messed up, man, they almost had me scared to death and ready to pay them money I probably didn't even owe!  Someone needs to stop these scammers, they're getting too good at tricking people.",Spoofing,Other Cyber Crime
"Okay, so I was trying to pay my water bill online, right?  I always go to the city website, but this time I just googled 'city water bill payment' because I was in a rush.  First link looked legit, had 'city water' in the name, looked like their website.  I put in my account number and bank info to pay.  Then I got a weird email from my bank saying there was suspicious activity on my account.  Turns out that website wasn't the real city website! It was a fake, a total copy, but with a slightly different web address I didn't even notice.  They stole my bank info when I tried to pay my bill!  This is crazy, how can they just make fake websites that look exactly like the real ones? I'm out money now because of this spoofed website!",Spoofing,Other Cyber Crime
"Yesterday, I got a text message, right?  Looked like it was from my bank, you know, [Bank Name].  Their number even showed up, the one I always get texts from.  Said my account was locked because of suspicious activity and I needed to click a link to verify my info.  Stupid me, I clicked it and put in my username and password.  This morning, I checked my account and saw a bunch of money missing!  I called the bank directly, using the number on my bank card, and they said they never sent that text and that my account was compromised through a spoofed link.  They said it was a fake website that looked just like theirs.  I'm so mad and worried.  Someone stole my money!",Spoofing,Other Cyber Crime
"So yesterday my phone rings and it says 'FBI' on the caller ID, can you believe it?  Some guy starts talking real serious about some investigation and says my social security number is compromised and I need to verify my details to 'secure' it. He was asking for all sorts of personal info - address, date of birth, even bank details!  I got really nervous at first because it said 'FBI' right there on my phone screen. But then I thought, hold on, this doesn't feel right.  The way he was talking, it was kinda pushy.  I hung up and called the real FBI office number I found online. They said they never call people like that and it's definitely a scam, probably caller ID spoofing.  This is scary, making it look like it's the FBI calling!",Spoofing,Other Cyber Crime
"So, like, yesterday I get this email, right? Looks totally legit, like from Amazon.  It had the Amazon logo and everything. Said there was a problem with my Prime account and I needed to update my payment info or they'd cancel it.  Clicked the link in the email, and it took me to a website that looked exactly like the Amazon login page.  I put in my email and password. Today, I get a fraud alert from my bank.  Turns out my credit card was used to buy a bunch of stuff online that I didn't order.  I'm pretty sure that email was fake and that website was fake too.  They totally tricked me into giving them my info.",Spoofing,Other Cyber Crime
"I got an email this morning that looked exactly like it was from Amazon.  Like, the real Amazon.  It had their logo and everything. Said there was a problem with my recent order and I needed to click a link to verify my payment info.  I clicked it, and it took me to a website that looked just like the Amazon login page.  I put in my email and password, but then I got suspicious because it asked for my credit card number again, even though I have it saved on Amazon.  I checked the website address in my browser and it was some weird link, not amazon.com.  I think someone made a fake Amazon website to steal my info. I changed my Amazon password right away, but I'm worried they got my login details.",Spoofing,Other Cyber Crime
"Yesterday, I got an email that looked EXACTLY like it was from Netflix.  Like, logo, colors, everything.  Said my account was on hold because of a billing issue and I needed to update my payment info RIGHT AWAY or my service would be cut off.  I clicked the link in the email, and it took me to a website that also looked just like Netflix.  I put in my credit card details and stuff.  Then today, I actually went to the real Netflix website directly, and my account is fine!  No billing problems at all.  I'm so worried now that they have my credit card number.  I think I clicked on a fake email and website that was pretending to be Netflix.  This is messed up.",Spoofing,Other Cyber Crime
"So, yesterday I get a call, right? My caller ID pops up 'Social Security Administration'.  I'm thinking, 'What now?'  This guy on the phone, he sounds all official, says there's some 'issue' with my social security number, some fraud or something. He's asking for all sorts of info, my address, date of birth, even bank details!  He was pushing me to 'verify' everything to 'fix' the problem immediately.  It felt off, like, super pushy.  I hung up and called the actual Social Security office later using the number from their website. They told me they never call like that and definitely never ask for personal info over the phone like that.  They said it was probably spoofing, making it look like it was them calling when it wasn't.  Scary stuff, they almost got me!",Spoofing,Other Cyber Crime
"I got a text message, right? Said it was from Amazon.  Looked legit, had the Amazon logo and everything.  Said there was a problem with my recent order and I needed to click a link to confirm my details or they'd cancel it.  I was expecting a delivery so I freaked out and clicked the link.  It took me to a website that looked EXACTLY like the Amazon login page.  I put in my email and password.  Then, like, two seconds later I got a real email from Amazon saying someone tried to log in from a weird location and they locked my account.  I changed my password right away but I'm worried they got my info from that fake site.  This has gotta be some kind of spoofing thing, right?  It looked so real!",Spoofing,Other Cyber Crime
"So, today I get a call, right? On my phone, it says 'IRS - Internal Revenue Service'.  I was like, oh crap, IRS calling me?  They said I owed back taxes and if I didn't pay right away, the cops were gonna come arrest me!  They were really aggressive and demanding, saying I had to pay with gift cards or something weird.  It sounded off, so I hung up and called my accountant. He said the IRS would NEVER call like that and it was definitely a scam, like they were pretending to be the IRS on my phone.  It really freaked me out at first, thinking it was real.",Spoofing,Other Cyber Crime
"I got a text message that looked like it was from my bank, [Bank Name]. It said my account was locked and I needed to click a link to verify my info.  Stupidly, I clicked it and it took me to a website that looked just like my bank's login page. I put in my username and password.  Next day, bam! My account was drained.  I called the bank and they said they never sent that text and their website address is different.  These scammers are getting so good, it's scary. They totally spoofed the bank to steal my money.",Spoofing,Other Cyber Crime
"I got an email today, looked like it was from my bank, you know, with their logo and everything. Said there was some suspicious activity on my account and I needed to click a link to verify my details.  Stupidly, I clicked it.  It took me to a website that looked EXACTLY like my bank's website, like, scary similar. I put in my username and password.  Then, like an hour later, I get a call from my real bank asking about some weird transactions.  Turns out the email and website were fake!  Someone spoofed my bank's website to steal my login info.  I'm so worried about my money now.",Spoofing,Other Cyber Crime
